CustomerID,predicted_purchases,predicted_avg_profit,predicted_clv
12347,1.496256977950087,602.8465221181084,902.0133153521612
12348,0.9387065440562385,266.38127039999966,250.05384173849407
12352,1.7571488134490258,183.82028921382224,322.9996030799245
12356,0.8038313434643909,277.32464315339354,222.92224048177513
12358,0.9586252980363302,541.307298761869,518.9108706048376
12359,0.9979317080485988,1932.6204220051036,1928.6231987411568
12360,1.1247737736966392,699.2714195168044,786.5221533681217
12362,2.436480460035686,480.0532216472551,1169.6402943207172
12364,2.0016048281772187,214.4134894482273,429.1710757058969
12370,0.936688442654189,617.9754746069445,578.8504849080622
12372,0.856531538968909,424.74213148878533,363.805031549024
12375,1.192679025824416,201.09559752550436,239.84250135429738
12377,0.2245632644494928,565.0006136694014,126.8783822215675
12379,0.8177327450621296,378.49169888446585,309.50505591202324
12380,1.4997280192667735,628.1474497655453,942.0503306443563
12381,1.537830883554017,230.16271913523843,353.95133772893877
12383,1.1002833260841165,271.90304219832547,299.17038364236345
12384,1.056056398829166,226.7937313867512,239.50697124532167
12386,0.18320396039683887,156.3415582557207,28.642392647061133
12388,1.429159593275166,473.32514070980216,676.4571655837316
12393,0.9941631169623005,378.7315560773918,376.5209442818822
12394,0.7285133799221536,750.0919796991856,546.4520433831531
12395,2.236417124646327,238.6890991857463,533.8083888854087
12397,0.9895420759573855,1130.4911881440955,1118.6685971676395
12399,1.1679002700929972,258.40167554047207,301.7873866562004
12406,0.8391015613415796,1828.0871812506603,1533.9508080559563
12407,1.4212480230982787,327.821103683156,465.91509553958133
12408,1.1927333716974202,625.0346044554108,745.4996311996655
12409,1.1842788492986225,2453.6859369367826,2905.8483579357053
12412,1.2403037788174387,339.99757759911125,421.700280284953
12413,0.7787751958465391,136.97590916465296,106.67344048596036
12414,0.7514302668279363,171.087051136393,128.55998848622457
12415,3.2175821977525874,8404.900415468353,27043.4579506943
12417,1.9167616165726022,372.5973411009592,714.1802818593279
12421,1.0289077028468767,174.38497647629336,179.42604555722963
12422,0.7982165561194206,229.65457380498097,183.3140829996852
12423,1.7377440581065613,207.9085628057293,361.29186964513093
12427,0.726664461472155,232.2908921520594,168.79753605056268
12428,1.8168253621269024,333.79639779545084,606.4497613013756
12429,0.9289477846980169,757.2267686257895,703.424129228965
12431,2.787397899160722,459.52267953329675,1280.872551547817
12432,0.857085898307628,1067.278639012589,914.7494710626476
12433,1.2898610656178833,2299.3201760062398,2965.8035724201072
12434,0.6353779088111889,537.9558084907607,341.80523663169197
12435,0.6275947960672733,3910.7194362745186,2454.3471670850286
12437,3.2642914467073165,294.55447039354897,961.5116382950654
12438,0.9886446017074656,1729.5979188123829,1709.9576455583297
12444,1.900065688616683,558.3947087222293,1060.9866267482148
12449,1.4894074435075482,950.176317817202,1415.1996804015344
12450,0.5899824895595365,108.75242147563401,64.16202436782255
12451,1.2268160039603426,1526.5786529215277,1872.8311227083514
12455,1.3054084770327472,167.35948909133757,218.47249577170163
12456,0.9591138013877613,911.7818215439914,874.502528897315
12457,1.7786513071599503,301.82451722663774,536.8405720980802
12458,0.6062932008911585,442.3623956522929,268.20131281390974
12462,0.5972762041675185,359.3345399934182,214.6219700735502
12463,1.254812200564097,300.44517010025646,377.00226504235724
12464,1.704454428360037,133.53486991221578,227.60410036235766
12465,0.884058316675306,286.1991495758509,253.0167384079309
12468,0.4753900801462886,490.42742380018046,233.14433230630564
